,BUSINESS_NAME,DBA_NAME,ZIP_CODE,LOCATION,zip
1041,CONNIE AE SURH,T & T MARKET,90062-1225,"(34.0105, -118.3025)",90062
1042,SOOK Y NAM,LINCOLN PARK MARKET,90031-3158,"(34.069, -118.2003)",90031
1043,RODRIGO GUILLEN,OSCARS MINI MARKET 99,90011-3808,"(34.0054, -118.2496)",90011
1044,EMILY SANCHEZ & YVETTE SANCHEZ,DELICIA'S BAKERY & SOME...,90042-4119,"(34.1087, -118.1945)",90042
1045,"P & J, INC.",P & J  MARKET,90011-1305,"(34.0192, -118.248)",90011
1046,RMD4 INC,7-ELEVEN STORE 23393D,90010-3302,"(34.062, -118.3138)",90010
1047,RALPHS GROCERY CO,RALPHS GROCERY CO #32,90020-1622,"(34.069, -118.2893)",90020
1048,NORMA E ANDRADE,LUCKY'S MARKET,90057-1015,"(34.0724, -118.2828)",90057
1049,SEONG RO CHOI,C & C MARKET,90023-2904,"(34.0222, -118.207)",90023
1050,99 CENTS ONLY STORES,99? ONLY STORE #13,90015-2408,"(34.044, -118.2756)",90015
1051,MAL LLC,MAL LLC,90021-1407,"(34.0389, -118.2438)",90021
1052,CURTIS D NASH,RP COIN LAUNDRY,90016-3001,"(34.0325, -118.341)",90016
1053,YOUNG HWAN JEE / SOON SIL JEE,JIM'S MARKET,90037-2210,"(34.007, -118.2741)",90037
1054,GROCERYWORKS.COM OPERATING CO,GROCERYWORKS.COM OPERATING CO,90020-1604,"(34.069, -118.2903)",90020
1055,CORNELIO CASTREJON GOMEZ / FRANCISCA AVILEZ VARGAS CASTREJON,AVILES MARKET,90005-1490,"(34.0594, -118.2907)",90005
1056,S M SOHRAWARDY,SAN PEDRO AS MARKET,90011-1522,"(34.0211, -118.2615)",90011
1057,SHUMEL ABRAMCHAYEV,SHUMEL ABRAMCHAYEV,90046-3408,"(34.098, -118.3531)",90046
1058,KEVIN MACIAS,5 HERMANOS MARKET,90044-5425,"(33.9833, -118.2828)",90044
1059,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,90057-2301,"(34.0615, -118.2694)",90057
1060,4901 SANTA MONICA CORPORATION,7-ELEVEN STORE 39219B,90029-2537,"(34.0911, -118.2965)",90029
1061,FRANCISCO LOPEZ GARCIA,PANCHOS GARDENER,90016-2318,"(34.0366, -118.3427)",90016
1062,THE ANOINTED WORD OF GOD MINISTERIES INC,THE ANOINTED WORD OF GOD MINISTERIES INC,90016-2850,"(34.0325, -118.3473)",90016
1063,ALBERTSONS LLC,ALBERTSONS #4131,90008-2522,"(34.0145, -118.3351)",90008
1064,MARYLIN GRISCELDA PINEDA LEONARDO,M G MEAT MARKET,90004-2507,"(34.0806, -118.3095)",90004
1065,DEEP HIGHLAND INC,7 ELEVEN STORE #18406D | 7 ELEVEN STORE 18406D,90036-4315,"(34.0621, -118.3389)",90036
1066,JUAN CARLOS GALLEGOS,LA PERICA MARKET,90011-4727,"(33.993, -118.2566)",90011
1067,TRADER JOE'S CO,TRADER JOE'S CO,90046-2443,"(34.098, -118.3644)",90046
1068,BG1-LP,BG1-LP,90039-4023,"(34.1055, -118.2551)",90039
1069,AYUMI TANAKA,M&A AROMA,90010-2708,"(34.0607, -118.3062)",90010
1070,DINA ALSHAME,HIGHLAND MARKET & DELI,90042-1245,"(34.1272, -118.1873)",90042
1071,SMART & FINAL STORES LLC,SMART & FINAL #413,90042-4232,"(34.1117, -118.1882)",90042
1072,R & S SHARMA INC,7-ELEVEN STORE 39832A,90028-4406,"(34.1036, -118.3384)",90028
1073,MARGARITA CORRALES,LANY MARKET,90044-5352,"(33.9805, -118.2867)",90044
1074,C & C LIQUOR AND MARKET INC,C & C LIQUOR,90037-2730,"(34.0019, -118.2783)",90037
1075,CECIL G/ELEANOR DERRICK,CECIL G/ELEANOR DERRICK,90003-2904,"(33.9615, -118.2738)",90003
1076,LUIS C MEJIA AREVALO,L & M MINI MARKET,90011-4713,"(33.9962, -118.2568)",90011
1077,SVK GROUP LLC,ONE STOP LIQUOR WHOLEMART,90037-2830,"(33.9975, -118.3001)",90037
1078,PETER D LEE,CALIMEX MARKET,90023-1533,"(34.0314, -118.2082)",90023
1079,GREGORIO CAP MOJARAS,DIANA'S MINI MARKET,90037-4140,"(33.9912, -118.2736)",90037
1080,H & R CORPORATION,7-ELEVEN STORE 39477A,90019-2125,"(34.0527, -118.3142)",90019
1081,ANGELA ZAMORA CARILLO DE NERI,SAN JUDAS COLIMA STORE,90037-1901,"(34.0091, -118.2871)",90037
1082,HK LA LP,H K SUPERMARKET,90004-4106,"(34.0736, -118.3091)",90004
1083,SUPER CENTER CONCEPTS INC,SUPERIOR GROCERS,90003-4819,"(33.9436, -118.2651)",90003
1084,MARIANA GARCIA,GARCIA'S MINI MARKET #2,90011-5527,"(34.0173, -118.2557)",90011
1085,RE GROCERY MAR VISTA LLC,RE GROCERY,90066-,"(0.0, 0.0)",90066
1086,BERBERIAN ENTERPRISES INC,JONS MARKET #1,90020-2042,"(34.069, -118.2958)",90020
1087,MALABEH ENTERPRISES INC,HILL STREET FOOD MARKET,90007-2653,"(34.0258, -118.2713)",90007
1088,JESSICA C VALDEZ DE LA O,AMIGO MARKET,90026-4821,"(34.0728, -118.275)",90026
1089,"YNW HEALTH, INC.","YNW HEALTH, INC.",90006-2521,"(34.0529, -118.3024)",90006
1090,GNE PROPERTY MANAGEMENT INC,GNE PROPERTY MANAGEMENT INC,90004-4529,"(34.0738, -118.2965)",90004
1091,BYRON DE LEON,DAMARIS MINI MARKET,90003-1121,"(33.9866, -118.2786)",90003
1092,GRANDMAS DELI INC,GRANDMAS DELI INC,90046-3429,"(34.098, -118.3495)",90046
1093,NAIRI MARKET INC,NAIRI MARKET INC,90027-6133,"(34.1021, -118.3001)",90027
1094,SHALOM PRODUCE INC,SHALOM PRODUCE,90046-3406,"(34.0979, -118.3478)",90046
1095,MARIANO BERRIOS,VALLE DE LUNA MINI MARKET,90062-1743,"(34.0109, -118.304)",90062
1096,MIGUEL AMBROSIO JUAREZ,DUVI  MARKET,90022-1905,"(34.0281, -118.1604)",90022
1097,SOVA KOSHER FOOD PANTRY/JEWISH FAMILY SERVICE CORP,SOVA KOSHER FOOD PANTRY/JEWISH FAMILY SERVICE CORP,90025-3119,"(34.0463, -118.4489)",90025
1098,REZVAN YAGHOUIL,WESTSIDE MARKET 2,90035-1626,"(34.0594, -118.3836)",90035
1099,NINA JEONG,DANNY'S MARKET,90033-2603,"(34.0507, 34.0507)",90033
1100,CORNER POINT SOLUTIONS INC,7-ELEVEN STORE 33025B,90031-3319,"(34.0657, -118.2151)",90031
1101,PLAIN TRUTH HOPE MISSION,PLAIN TRUTH HOPE MISSION,90003-3809,"(33.955, -118.2655)",90003
1102,BERBERIAN ENTERPRISES INC,JONS MARKET #7 | JONS MARKET#7,90029-1105,"(34.0907, -118.3052)",90029
1103,CHEVRON STATIONS INC,CHEVRON STATIONS INC #1937/98119 | CHEVRON STATIONS INC#1937/98119,90041-2547,"(34.1376, -118.1876)",90041
1104,RITE-ON MARKET INC,RITE-ON MARKET INC,90003-4124,"(33.947, -118.2781)",90003
1105,SUGARBLOOM BAKERY LLC,SUGARBLOOM BAKERY LLC,90065-3821,"(34.1258, -118.2315)",90065
1106,OH & AHN MERCHANDISE INC,GOGO K TOWN,90010-1802,"(34.062, 34.062)",90010
1107,ALEJANDRO ORENDAIN REYES,ALEJANDRO ORENDAIN REYES,90015-3245,"(34.0423, -118.2808)",90015
1108,YOUNGKING INC,STATION FOOD MARKET,90028-6207,"(34.1019, -118.3336)",90028
1109,ROGELIO ILLESCAS,JJ FAMILY MARKET,90019-4533,"(34.0471, -118.3193)",90019
1110,SUPER A FOODS INC,SUPER A FOODS,90065-1215,"(34.1029, -118.2356)",90065
1111,RALPHS GROCERY CO,FOOD 4 LESS 344,90037-3811,"(33.994, -118.2739)",90037
1112,PARMINDER KAUR,SUN FOOD MART & DELI,90059-1424,"(33.9353, -118.2264)",90059
1113,ISSAKA INC,NAPPILY NATURALS & APOTHECARY,90008-4909,"(34.0049, 34.0049)",90008
1114,RUBEN SANTANA GARCIA,TOMS MARKET,90022-2531,"(34.0266, -118.1642)",90022
1115,MRS GOOCHS NATURAL FOOD MARKETS INC,MRS GOOCHS NATURAL FOOD MARKETS INC,90039-3220,"(34.1036, -118.259)",90039
1116,KAMIL DANIELVARDEH,LOCAL MARKET,90038-1311,"(34.0907, -118.336)",90038
1117,SIERRA FOODS INC,OLYMPIC ARCO GAS,90035-1911,"(34.0593, -118.3831)",90035
1118,WALTER DE LEON,IZABAL MEAT MARKET,90037-3840,"(33.9964, -118.2739)",90037
1119,KEVIN A DE LEON,MENCHITA'S DISCOUNT,90026-5711,"(34.0633, -118.2635)",90026
1120,ANA MARINA TELETOR PEREZ,MINI 99 JULIET,90037-2855,"(34.0, -118.3001)",90037
1121,SAM & SARAH CORPORATION,OAKWOOD NEIGHBORHOOD STORE,90068-1106,"(34.1389, -118.3416)",90068
1122,GLENDA R MORENO / MILTON D MORENO,PULGARCITO MARKET,90006-4007,"(34.0472, -118.2912)",90006
1123,MOHINI LLC,7-ELEVEN STORE 24171C,90007-2549,"(34.0289, -118.2755)",90007
1124,HARJEET/VIRINDER GILL,7-ELEVEN STORE #17304D | 7-ELEVEN STORE 17304D,90036-3140,"(34.0702, -118.3527)",90036
1125,RALPHS GROCERY CO,FOOD 4 LESS #766,90042-3922,"(34.1056, -118.2008)",90042
1126,MOCHINUT INC,MOCHINUT INC,90019-2280,"(34.0529, -118.3129)",90019
1127,ATPO INVESTMENT CORP,DAY N NITE MINI MART,90029-2480,"(34.0912, -118.3008)",90029
1128,THE VENICE GRIND LLC,THE VENICE GRIND LLC,90066-3814,"(34.0046, -118.4314)",90066
1129,MRS GOOCHS NATURAL FOOD MARKETS INC,WHOLE FOODS MARKET,90036-3155,"(34.0713, -118.3604)",90036
1130,KENK USA INC,KENK USA INC,90038-4116,"(34.0835, -118.313)",90038
1131,JOSE AGUILAR,EL ANTOJITO MARKET,90061-1225,"(33.9171, -118.2828)",90061
1132,THE VONS COMPANIES INC,VONS #2665 | VONS 2665,90027-6057,"(34.0981, -118.2882)",90027
1133,MOTHER'S NUTRITIONAL CENTER,MOTHER'S NUTRITIONAL CENTER,90015-3721,"(34.0293, -118.261)",90015
1134,MANZIL ASB CORP,7-ELEVEN STORE 38560A,90010-2309,"(34.0614, -118.3008)",90010
1135,SERGIO ESTRADA AVILA,TERRYS MINI MARKET,90061-1532,"(33.9347, -118.2825)",90061
1136,FLOR DEL C TRUJILLO,DON JUAN MINI MARKET,90061-2525,"(33.938, -118.2695)",90061
1137,MARIA Z CLARO,LA MILAGROSA MINI MARKET,90037-4130,"(33.9911, -118.2782)",90037
1138,RALPHS GROCERY CO,RALPHS GROCERY CO #294,90007-2222,"(34.0327, -118.2915)",90007
1139,CHANG SOO LEE,HOPE MARKET,90031-2428,"(34.0785, -118.2032)",90031
1140,LONGS DRUG STORES CALIFORNIA LLC,CVS/PHARMACY #9398,90035-1279,"(34.0551, -118.3981)",90035
1141,MARTA JULIA CHITAY,SONIA'S MARKET,90037-2829,"(33.9975, -118.3001)",90037
1142,HALA CHUNG,ELEVATED,90004-4702,"(34.0734, -118.2938)",90004
1143,RALPHS GROCERY CO,RALPH'S GROCERY CO #278,90045-3504,"(33.9588, -118.4183)",90045
1144,MONEY MAKING INC.,FIGUEROA MINI MARKET,90003-3211,"(33.9592, 33.9592)",90003
1145,MARICELA PASCUAL,ROSA'S MINI MARKET,90017-2362,"(34.0521, -118.2673)",90017
1146,SEHOON KANG / HEYSOON AN,T & J MARKET,90015-1227,"(34.0468, -118.2723)",90015
1147,R & S SHARMA INC,7-ELEVEN STORE 39744A,90038-3202,"(34.0907, -118.3135)",90038
1148,ABRAHAM M KHOUREIS,AMERICAN NOTARY GROUP,90041-1142,"(34.1392, -118.2147)",90041
1149,RALPHS GROCERY CO,RALPHS GROCERY CO #156,90064-2517,"(34.0522, -118.4175)",90064
1150,NAYELY GARCIA MARTINEZ,ZELIAS MINI MARKET,90011-4525,"(33.9961, -118.2651)",90011
1151,ABRAHAN RIVAS,LOS TRES AMIGOS MEAT MARKET,90003-4312,"(33.9482, -118.2655)",90003
1152,STEVEN KYUIN SHIM,7-ELEVEN STORE 18821C,90064-1938,"(34.0407, -118.437)",90064
1153,MOHAMMAD SHAHBAZ BAIG,FIESTA MINI MARKET,90063-3714,"(34.0512, -118.1865)",90063
1154,EUI HWA CHUNG,HOOPER MARKET,90011-1713,"(34.0177, -118.2493)",90011
1155,MGN LA BREA LIQUOR INC,LIQUOR TOWN,90019-1628,"(34.0504, -118.3441)",90019
1156,CELESTINA JUAREZ ORTEGA,COMMUNITY MINI MARKET,90003-2407,"(33.9662, -118.2743)",90003
1157,SMART & FINAL STORES LLC,SMART & FINAL STORES LLC,90017-2515,"(34.0469, -118.2621)",90017
1158,FELICIANO GUADALUPE LEON,ANGELES MINI MARKET,90044-6008,"(33.9712, -118.287)",90044
1159,YASER M. ALY,S MARKET,90037-3532,"(33.993, -118.2914)",90037
1160,RAFAEL JACOBO & ANGELITA MEJIA,RAFAEL JACOBO & ANGELITA MEJIA,90065-2095,"(34.1213, -118.2419)",90065
1161,QUICKMART CORP,BIG APPLE,90014-3452,,90014
1162,"GINZA NISHIKAAWA USA CO., LTD","GINZA NISHIKAAWA USA CO., LTD",90025-3009,"(34.046, -118.4516)",90025
1163,MARIA DE LOS ANGELES DIMAS ARAGON,OSIRIS MINI MART,90059-1246,"(33.9333, -118.2387)",90059
1164,"ANGELA SOOK, LEE",ADAIR MARKET,90011-2609,"(34.0139, -118.267)",90011
1165,RZ & SR STATION INC,CHEVERON GAS STATION AND MINI-MART,90003-1025,"(33.9821, -118.2831)",90003
1166,HAPPY DHOOR ONE INC,HAPPY'S MARKET & SPIRITS,90042-3101,"(34.1136, -118.2082)",90042
1167,"LA YALALTEQUITA, INC.",LA YALALTEQUITA MARKET,90034-2531,,90034
1168,RAHEL VEGAN INC,RAHEL'S INTERNATIONAL VEGGIE CUISINE,90019-4402,"(34.057, -118.3643)",90019
1169,BUNKER HLL MARKET INC,BUNKER HILL MARKET | BUNKER HILL MARKET/DELI,90012-2476,"(34.0571, -118.2509)",90012
1170,MARIO MARTINEZ MEDRANO,HEIDY'S MINI MARKET,90037-4135,"(33.9931, -118.2741)",90037
1171,ELAT SUPERMARKET INC,ELAT SUPERMARKET INC,90035-2206,"(34.0542, -118.3824)",90035
1172,JAIME FLORES,DANI MINI MARKET,90037-2908,"(33.9971, -118.2911)",90037
1173,"MY ORCHARD, LLC","MY ORCHARD, LLC",90032-2505,"(34.0767, -118.1961)",90032
1174,SIMPLYGO INC,SIMPLYGO INC,90006-3904,"(34.047, -118.2978)",90006
1175,SUSANA LOZA,SUSY'S PRODUCE,90058-2008,"(34.0031, -118.2401)",90058
1176,GINA HAN,CHOI'S MARKET,90031-2525,"(34.0718, -118.2217)",90031
1177,FRANCISCO COS HERNANDEZ,THE BLESSING MARKET,90011-1828,"(34.0152, 34.0152)",90011
1178,YANET G GARCIA TORRES,EL CHIVISTA MEAT MARKET,90011-4526,"(33.9961, -118.265)",90011
1179,BERBERIAN ENTERPRISES INC,JONS MARKEPLACE #70 | JONS MARKETPLACE #70,90029-1105,"(34.0907, -118.3052)",90029
1180,FAIRFAX GROCERY INC,FAIRFAX GROCERY INC,90036-1715,"(34.0804, -118.3614)",90036
1181,SHIMSKY,7-ELEVEN,90064-1938,"(34.0407, -118.4379)",90064
1182,T AND E COMMUNITY MARKET LLC,T AND E COMMUNITY MARKET LLC,90043-2900,,90043
1183,NAHNOOM CORP,JUNGMO KIM | SOTO ST MARKET,90033-1923,"(34.0521, -118.2041)",90033
1184,"LA MILPA ENTERPRISES , INC..","LA MILPA ENTERPRISES , INC..",90003-1844,"(0.0, 0.0)",90003
1185,MARISOL TZITA VASQUEZ,TIENDA CHAPIN,90011-5646,"(34.0045, -118.2656)",90011
1186,SALEH ELHASSEIN MOHAMED ELSHEHAWY,THE SPOT MARKET TOBACCO,90047-4053,"(33.9456, -118.3174)",90047
1187,ANTONIO ESPINOSA ORTEGA,RAQUELITO'S MINI MARKET,90001-2425,"(33.9729, -118.2561)",90001
1188,MYBK INC,M & J LIQUOR,90043-4931,"(33.9726, -118.3308)",90043
1189,YOUNGS GOURMET MARKET INC,YOUNGS GOURMET MARKET INC,90037-3735,"(33.9926, -118.2874)",90037
1190,AHMED H IBRAHIM,SNA GENERAL DISCOUNT & MARKET,90003-3927,"(33.9494, -118.2823)",90003
1191,DAWIT TECLE,K S MARKET,90003-2613,"(33.9662, -118.2648)",90003
1192,FARHAD BIN ZAHED,AMAR MART,90005-1165,"(34.059, -118.2887)",90005
1193,ELFIDO CRUZ ROMERO AGUILON,EMMANUEL MINI MARKET,90062-2333,"(33.9962, -118.3091)",90062
1194,BERBERIAN ENTERPRISES INC,JONS MARKET #11 | JONS MARKET#11,90027-5312,"(34.1005, -118.2917)",90027
1195,VILLAGE MINI MART INC,VILLAGE MINI MART,90014-1823,"(34.0449, -118.2528)",90014
1196,SMART & FINAL STORES LLC,SMART & FINAL #456,90007-3945,"(34.0229, -118.2915)",90007
1197,ABDUL ABISOYE KALEJAIYE,RAJO AFRICAN MARKET,90043-1810,"(33.9936, -118.3305)",90043
1198,ROSA BELTRAN,MARCE MINI MART,90044-4524,"(33.9447, -118.2866)",90044
1199,SANDHU SUPER MARKET INC,LUCKY LIQUORS,90062-1651,"(34.0039, -118.309)",90062
1200,SMART & FINAL STORES LLC,SMART & FINAL #315,90025-2518,"(34.04, -118.4646)",90025
1201,DORA CASTILLEJOS HERNANDEZ,GRANDES MINIMARKET,90029-3543,"(34.0835, -118.2955)",90029
1202,SMART & FINAL STORES LLC,SMART & FINAL #330,90034-5809,"(34.0224, -118.4004)",90034
1203,MARCELINO LOPEZ,BROTHER'S BARGAIN,90001-1312,"(33.9847, -118.2474)",90001
1204,HARDEEP SINGH,JACK'S MARKET,90033-3107,"(34.0444, -118.202)",90033
1205,LA BREA KOSHER MARKET INC,LA BREA KOSHER MARKET,90036-2626,"(34.0784, -118.344)",90036
1206,MIGUEL ALVAREZ / GUILLERMA ZEPEDA ESPANA,QUICK E MART,90011-2671,"(34.0148, -118.2716)",90011
1207,MENGISTAYEHU MAMO,ROSARITO MARKET,90003-4424,"(33.9416, -118.2822)",90003
1208,SANDRA BERNARDO & VIRGINIA BERNARDO,BERNARDO'S MINI MARKET,90037-2929,"(33.999, -118.2919)",90037
1209,SOCORRO GORDILLO FLORES,COCO'S 99 CTS MINI MARKET,90011-4714,"(33.9966, -118.2561)",90011
1210,MARTHA JIMENEZ,MARTHA'S MINI MARKET,90011-3222,"(34.0086, -118.2521)",90011
1211,JUNGLE MERCH LLC,JUNGLE MERCH LLC,90012-3805,"(34.0505, -118.2406)",90012
1212,JAIME CARCISO / MARIA DE LOS ANGELES DIMAS,ANGELES MINI MART,90003-3425,"(33.9567, -118.2742)",90003
1213,TEN XIN INC,TEN XIN INC,90012-2820,"(34.0607, -118.239)",90012
1214,SMART & FINAL STORES LLC,SMART FINAL #337,90044-3535,"(33.9648, -118.2918)",90044
1215,HYANG JA YU,ANA'S MARKET,90003-1529,"(33.9795, -118.2742)",90003
1216,MANUEL GARCIA,GRECOS MARKET,90041-3215,"(34.1264, -118.2185)",90041
1217,FEKERE GEBREMARIAN,INJERA.COM,90019-4401,"(34.057, -118.3643)",90019
1218,JUAN CASTANEDA,MERCADOS LOS PAISANOS,90042-2559,"(34.1165, -118.1925)",90042
1219,REYNALDO R ROMERO,THREE D MARKET,90026-4450,"(34.0737, -118.2516)",90026
1220,EARLE TAYLOR,E AND D DISCOUNT MARKET,90062-1743,"(34.0108, -118.3039)",90062
1221,HABTE MOGOS,BIG O LIQUOR,90037-2926,"(34.0014, -118.2915)",90037
1222,SUKHDEV SINGH MULTANI,REGGIES LIQUOR & JR MARKET,90011-2102,"(34.0157, -118.2508)",90011
1223,V MARKET,V MARKET,90036-1717,"(34.0796, -118.3614)",90036
1224,DANIEL ERNESTO VANEGAS,MINI MARKET LOS VANEGAS,90047-1120,"(33.9894, -118.308)",90047
1225,ALONDRA FELIX,LAS ALONDRAS MINI MART,90011-3154,"(34.0089, -118.2563)",90011
1226,GIANCARLO PICCINI / FRANCISCO RIVERA,GP & FR MINI MART,90023-1446,"(34.0329, -118.2124)",90023
1227,JESSEE CERVANTES,QUICKMART,90001-2549,"(33.9746, -118.2435)",90001
1228,ALAN DIAZ,ALAN AND PATY'S MINI-MARKET,90015-1903,"(34.0465, -118.276)",90015
1229,SMOKERS ZONE LOS ANGELES,SMOKERS ZONE LOS ANGELES,90064-2907,"(34.0314, -118.4453)",90064
1230,JAG CONVENIENCE INC,RUSSELL'S CONVENIENCE,90071-2102,"(34.0515, -118.256)",90071
1231,BALATA WOLDEKIDAN SEBHATU,FLORENCE MARKET & SMOKE SHOP,90047-2217,"(33.9743, -118.3053)",90047
1232,MODERN LIQUOR & MARKET,MODERN LIQUOR & MARKET,90062-1104,"(34.0147, -118.3088)",90062
1233,STEPHANIE A GREENE,RIGHTEOUS CONNECTIONS,90045-7048,"(33.9713, -118.3796)",90045
1234,ALBERTSONS LLC,ALBERTSONS #387,90027-2702,"(34.1086, -118.2874)",90027
1235,BABA'S CORPORATION,BABA'S HOT CHICKEN,90044-4832,,90044
1236,TAYLOR'S THERAPEUTIC THROAT TONIC LLC.,TAYLOR'S THERAPEUTIC THROAT TONIC LLC.,90002-3822,"(33.9395, 33.9395)",90002
1237,HASMIK HAMBARYAN,HASMIK HAMBARYAN,90028-5904,"(34.1022, -118.3103)",90028
1238,MUAMERA PULIC,REEL SPREADS,90004-6046,"(34.0719, 34.0719)",90004
1239,JCI CAPITAL LLC,SUNNY GROCERY,90006-2505,"(34.0529, -118.2982)",90006
1240,MD ABDUL MOTALEB,SIXTERN BD MART/KIM'S MART,90020-4202,"(34.0637, -118.3083)",90020
